timestamp,open,high,low,close,volume,quote_volume
2025-12-27 04:00:00,87473.4,87482.0,87415.2,87426.2,267.445,23386928.0731
2025-12-27 04:30:00,87426.1,87460.1,87413.1,87428.0,244.444,21372936.4761
2025-12-27 05:00:00,87427.9,87443.3,87400.0,87414.6,287.736,25153301.9256
2025-12-27 05:30:00,87414.5,87474.0,87414.5,87466.2,281.866,24649809.5802
2025-12-27 06:00:00,87466.1,87526.5,87400.0,87427.6,557.883,48794604.0346
2025-12-27 06:30:00,87427.5,87431.8,87374.5,87426.8,351.595,30732526.325
2025-12-27 07:00:00,87426.8,87669.7,87426.8,87552.1,933.565,81752809.3162
2025-12-27 07:30:00,87552.1,87552.2,87471.6,87490.9,600.941,52585487.179
2025-12-27 08:00:00,87490.9,87634.9,87490.9,87563.7,719.305,62979753.1909
2025-12-27 08:30:00,87563.8,87600.0,87539.9,87545.6,378.114,33108190.3114
2025-12-27 09:00:00,87545.7,87622.7,87500.0,87523.4,680.916,59629326.3673
2025-12-27 09:30:00,87523.4,87608.5,87523.4,87575.4,432.037,37832586.5911
2025-12-27 10:00:00,87575.4,87585.0,87500.0,87500.1,579.884,50764188.8883
2025-12-27 10:30:00,87500.1,87511.5,87324.6,87460.6,1457.221,127394332.5962
2025-12-27 11:00:00,87460.5,87513.1,87404.2,87453.0,536.535,46930130.8072
2025-12-27 11:30:00,87452.9,87509.0,87400.0,87433.6,382.2,33424089.2839
2025-12-27 12:00:00,87433.6,87461.9,87377.9,87453.2,562.51,49179985.3029
2025-12-27 12:30:00,87453.2,87489.9,87411.2,87431.9,247.406,21635190.5341
2025-12-27 13:00:00,87432.0,87440.0,87349.6,87358.6,687.414,60069208.1637
2025-12-27 13:30:00,87358.6,87444.4,87264.8,87410.7,772.408,67480334.4471
2025-12-27 14:00:00,87410.6,87425.7,87354.4,87387.3,524.131,45808227.4058
2025-12-27 14:30:00,87387.2,87517.8,87382.8,87500.7,720.673,63035147.5496
2025-12-27 15:00:00,87500.7,87514.9,87420.5,87492.9,503.887,44077529.1743
2025-12-27 15:30:00,87492.9,87555.0,87492.9,87516.2,496.619,43469352.731
2025-12-27 16:00:00,87516.3,87545.6,87397.5,87428.5,515.177,45061132.7243
2025-12-27 16:30:00,87428.5,87533.5,87428.5,87454.1,420.786,36810286.9642
2025-12-27 17:00:00,87454.2,87496.1,87420.0,87492.7,289.432,25314175.1265
2025-12-27 17:30:00,87492.6,87523.6,87470.3,87514.0,196.739,17215293.9466
2025-12-27 18:00:00,87514.0,87534.6,87460.6,87482.1,239.864,20985877.8137
2025-12-27 18:30:00,87482.0,87494.0,87414.5,87452.8,293.809,25695695.3801
2025-12-27 19:00:00,87452.8,87538.6,87452.8,87507.4,316.21,27667546.2334
2025-12-27 19:30:00,87507.4,87534.0,87498.6,87522.4,170.741,14942501.267
2025-12-27 20:00:00,87522.3,87592.4,87491.6,87504.2,334.141,29250839.4231
2025-12-27 20:30:00,87504.2,87515.8,87479.9,87514.9,144.19,12616735.9274
2025-12-27 21:00:00,87514.9,87594.4,87512.7,87593.2,391.287,34263934.8465
2025-12-27 21:30:00,87593.1,87633.0,87585.8,87623.5,353.366,30958743.4018
2025-12-27 22:00:00,87623.5,87937.0,87585.2,87644.1,2641.263,231848358.1827
2025-12-27 22:30:00,87644.1,87649.2,87455.5,87526.3,969.394,84877786.5711
