timestamp,open,high,low,close,volume
2026-05-10 10:00:00,651.33,651.5,649.75,650.24,10751
2026-05-10 10:30:00,650.4,650.97,650.12,650.92,2482
2026-05-10 11:00:00,650.84,651.41,648.0,649.37,10362
2026-05-10 11:30:00,649.41,649.72,648.41,649.68,8076
2026-05-10 12:00:00,649.53,649.63,648.64,648.91,3679
2026-05-10 12:30:00,648.88,649.51,648.43,649.45,3363
2026-05-10 13:00:00,649.59,651.33,649.18,650.79,2681
2026-05-10 13:30:00,650.78,651.41,650.64,651.06,2150
2026-05-10 14:00:00,651.08,651.58,650.25,651.3,17905
2026-05-10 14:30:00,651.36,652.32,650.1,651.48,5629
2026-05-10 15:00:00,651.8,653.9,651.8,653.69,17020
2026-05-10 15:30:00,653.64,656.13,653.57,655.42,8333
2026-05-10 16:00:00,655.56,656.46,654.37,655.5,6846
2026-05-10 16:30:00,655.6,657.53,655.36,657.37,5865
2026-05-10 17:00:00,657.13,659.5,656.09,659.43,11756
2026-05-10 17:30:00,659.45,660.9,658.47,660.55,11851
2026-05-10 18:00:00,660.56,661.88,659.46,661.4,12468
2026-05-10 18:30:00,661.46,661.95,659.88,660.62,7720
2026-05-10 19:00:00,660.27,662.41,658.74,662.13,7847
2026-05-10 19:30:00,662.17,662.3,660.6,660.99,4522
2026-05-10 20:00:00,661.29,662.68,658.04,658.66,14052
2026-05-10 20:30:00,658.52,658.52,648.4,651.48,34330
2026-05-10 21:00:00,651.41,653.68,650.71,653.56,11673
2026-05-10 21:30:00,653.62,654.52,652.41,652.51,14899
2026-05-10 22:00:00,652.38,666.68,651.89,664.94,69826
2026-05-10 22:30:00,665.16,666.18,663.53,665.66,7209
2026-05-10 23:00:00,665.91,666.71,663.77,664.77,8377
2026-05-10 23:30:00,664.76,666.56,663.21,663.59,7176
2026-05-11 00:00:00,663.67,664.89,659.21,660.59,23593
2026-05-11 00:30:00,660.6,662.42,656.42,657.7,9655
2026-05-11 01:00:00,657.83,660.38,655.82,659.95,5487
2026-05-11 01:30:00,659.8,660.29,655.62,657.3,8896
2026-05-11 02:00:00,657.19,657.83,654.23,654.99,7390
2026-05-11 02:30:00,655.17,655.75,654.05,655.23,3678
2026-05-11 03:00:00,655.27,655.27,650.88,651.54,7322
2026-05-11 03:30:00,651.02,652.72,650.04,651.79,7719
2026-05-11 04:00:00,651.64,652.65,650.61,652.07,5247
2026-05-11 04:30:00,652.21,653.18,651.68,651.99,3997
2026-05-11 05:00:00,652.03,653.41,651.17,653.34,7004
2026-05-11 05:30:00,653.37,653.71,652.63,653.07,5747
2026-05-11 06:00:00,652.71,654.16,652.71,653.8,3305
2026-05-11 06:30:00,653.82,654.18,650.61,651.68,16296
2026-05-11 07:00:00,651.16,651.35,650.28,650.28,2591
2026-05-11 07:30:00,650.34,650.66,650.02,650.5,1680
2026-05-11 08:00:00,650.63,651.33,649.06,649.88,16436
2026-05-11 08:30:00,649.64,652.0,649.63,651.04,3563
2026-05-11 09:00:00,650.96,653.12,650.96,652.22,4440
