timestamp,open,high,low,close,volume
2025-12-27 04:00:00,123.671,123.735,123.08,123.147,63989
2025-12-27 04:30:00,123.139,123.164,122.902,122.979,62641
2025-12-27 05:00:00,123.0,123.147,122.978,123.059,36585
2025-12-27 05:30:00,123.047,123.289,123.047,123.142,49222
2025-12-27 06:00:00,123.179,123.179,122.763,122.977,55447
2025-12-27 06:30:00,122.976,123.098,122.813,123.027,55727
2025-12-27 07:00:00,123.025,123.43,123.025,123.354,65803
2025-12-27 07:30:00,123.344,123.344,123.091,123.15,43721
2025-12-27 08:00:00,123.157,123.332,123.116,123.116,52342
2025-12-27 08:30:00,123.102,123.164,122.822,122.86,50448
2025-12-27 09:00:00,122.851,123.218,122.85,123.039,65115
2025-12-27 09:30:00,123.039,123.165,122.936,122.999,59467
2025-12-27 10:00:00,122.998,123.134,122.944,122.958,48567
2025-12-27 10:30:00,122.943,122.977,122.513,122.877,130890
2025-12-27 11:00:00,122.871,123.115,122.845,122.972,93437
2025-12-27 11:30:00,122.976,123.227,122.897,122.992,64651
2025-12-27 12:00:00,123.0,123.216,122.901,122.949,62995
2025-12-27 12:30:00,122.937,123.031,122.76,122.893,49989
2025-12-27 13:00:00,122.89,123.298,122.879,122.905,128435
2025-12-27 13:30:00,122.905,123.099,122.74,122.996,45284
2025-12-27 14:00:00,123.008,123.035,122.857,122.97,50914
2025-12-27 14:30:00,122.975,123.335,122.975,123.323,61276
2025-12-27 15:00:00,123.324,123.48,123.144,123.428,63521
2025-12-27 15:30:00,123.424,123.654,123.289,123.31,98959
2025-12-27 16:00:00,123.316,123.442,123.159,123.204,133800
2025-12-27 16:30:00,123.216,123.345,122.913,122.979,79025
2025-12-27 17:00:00,122.972,123.048,122.747,123.012,112461
2025-12-27 17:30:00,123.011,123.444,122.875,123.391,81597
2025-12-27 18:00:00,123.39,123.443,123.01,123.113,64677
2025-12-27 18:30:00,123.112,123.443,123.059,123.204,86251
2025-12-27 19:00:00,123.201,123.285,123.046,123.285,57611
2025-12-27 19:30:00,123.297,123.443,123.152,123.27,102336
2025-12-27 20:00:00,123.269,123.79,123.269,123.564,138607
2025-12-27 20:30:00,123.568,123.64,123.493,123.564,46369
2025-12-27 21:00:00,123.564,124.183,123.551,123.918,124603
2025-12-27 21:30:00,123.905,124.567,123.905,124.538,181082
2025-12-27 22:00:00,124.55,124.975,124.151,124.253,320688
2025-12-27 22:30:00,124.24,124.244,123.664,123.89,148136
2025-12-27 23:00:00,123.884,124.416,123.884,124.382,144306
2025-12-27 23:30:00,124.4,125.095,124.267,124.744,269561
2025-12-28 00:00:00,124.711,124.893,124.318,124.318,101773
2025-12-28 00:30:00,124.313,124.642,124.281,124.376,63289
2025-12-28 01:00:00,124.375,124.626,124.089,124.13,83331
2025-12-28 01:30:00,124.125,124.347,123.971,123.972,102802
2025-12-28 02:00:00,123.971,124.239,123.887,124.206,73859
2025-12-28 02:30:00,124.201,124.414,124.153,124.235,38285
2025-12-28 03:00:00,124.236,124.309,123.945,124.0,60816
2025-12-28 03:30:00,124.0,124.189,124.0,124.135,28412
2025-12-28 04:00:00,124.111,124.307,123.987,124.279,43297
2025-12-28 04:30:00,124.284,124.305,124.039,124.086,36750
2025-12-28 05:00:00,124.056,124.056,123.682,123.735,68606
2025-12-28 05:30:00,123.751,123.929,123.624,123.786,47764
2025-12-28 06:00:00,123.785,124.059,123.72,123.972,47840
2025-12-28 06:30:00,123.981,124.192,123.979,124.098,48768
2025-12-28 07:00:00,124.098,124.321,123.822,124.04,41764
2025-12-28 07:30:00,124.055,124.213,123.978,124.209,46226
2025-12-28 08:00:00,124.224,124.453,124.206,124.334,47045
2025-12-28 08:30:00,124.34,124.684,124.158,124.265,81643
2025-12-28 09:00:00,124.266,124.378,124.202,124.321,66016
2025-12-28 09:30:00,124.326,124.342,123.969,124.083,66670
2025-12-28 10:00:00,124.077,124.537,124.006,124.47,90719
2025-12-28 10:30:00,124.482,124.6,124.403,124.49,52520
2025-12-28 11:00:00,124.49,124.827,124.49,124.671,73086
2025-12-28 11:30:00,124.655,124.674,124.38,124.621,79198
2025-12-28 12:00:00,124.632,124.687,124.386,124.672,60313
2025-12-28 12:30:00,124.695,124.753,124.357,124.416,48393
2025-12-28 13:00:00,124.41,124.682,124.284,124.522,55231
2025-12-28 13:30:00,124.529,124.792,124.529,124.603,76881
2025-12-28 14:00:00,124.636,124.861,124.602,124.825,103212
2025-12-28 14:30:00,124.825,124.982,124.51,124.559,93460
2025-12-28 15:00:00,124.56,125.008,124.5,124.754,111260
2025-12-28 15:30:00,124.748,124.837,124.402,124.414,85877
2025-12-28 16:00:00,124.431,124.66,124.167,124.294,107728
2025-12-28 16:30:00,124.302,124.431,124.225,124.32,77222
2025-12-28 17:00:00,124.307,124.756,124.307,124.639,93418
2025-12-28 17:30:00,124.627,124.658,124.382,124.426,71150
2025-12-28 18:00:00,124.444,124.504,123.409,123.784,333157
2025-12-28 18:30:00,123.777,123.889,123.13,123.158,135415
2025-12-28 19:00:00,123.162,123.659,123.072,123.279,206874
2025-12-28 19:30:00,123.262,123.446,123.201,123.297,89276
2025-12-28 20:00:00,123.292,123.604,123.091,123.517,116142
2025-12-28 20:30:00,123.507,123.681,123.416,123.434,85030
2025-12-28 21:00:00,123.418,123.826,123.272,123.764,135373
2025-12-28 21:30:00,123.764,123.863,123.675,123.863,70704
2025-12-28 22:00:00,123.856,123.914,123.514,123.871,60606
2025-12-28 22:30:00,123.86,124.336,123.68,124.245,95299
2025-12-28 23:00:00,124.234,124.429,123.928,124.244,105031
2025-12-28 23:30:00,124.244,125.618,124.132,125.259,283435
2025-12-29 00:00:00,125.272,126.806,124.998,126.546,344499
2025-12-29 00:30:00,126.575,128.19,126.573,127.022,525005
2025-12-29 01:00:00,127.003,127.079,126.214,126.446,334664
2025-12-29 01:30:00,126.45,130.167,126.362,128.687,801422
2025-12-29 02:00:00,128.7,129.461,128.153,128.791,431862
2025-12-29 02:30:00,128.804,129.185,128.662,128.709,165709
2025-12-29 03:00:00,128.71,129.271,128.586,128.706,198189
2025-12-29 03:30:00,128.719,129.519,128.506,128.582,404161
2025-12-29 04:00:00,128.577,129.023,128.534,128.746,153896
2025-12-29 04:30:00,128.729,129.15,128.21,128.556,231318
2025-12-29 05:00:00,128.563,128.579,128.149,128.265,95459
2025-12-29 05:30:00,128.257,128.289,127.577,127.735,109438
2025-12-29 06:00:00,127.724,128.053,127.487,127.879,56697
2025-12-29 06:30:00,127.909,127.958,127.585,127.784,87501
2025-12-29 07:00:00,127.8,127.932,127.22,127.422,205438
2025-12-29 07:30:00,127.405,127.991,127.401,127.899,87407
2025-12-29 08:00:00,127.89,128.511,127.688,128.129,399741
2025-12-29 08:30:00,128.126,128.299,127.719,127.913,112940
2025-12-29 09:00:00,127.901,128.0,127.554,127.661,113588
2025-12-29 09:30:00,127.654,127.711,125.441,126.083,510988
2025-12-29 10:00:00,126.052,126.374,125.732,125.975,207534
2025-12-29 10:30:00,125.974,126.085,125.508,125.716,65606
2025-12-29 11:00:00,125.715,125.715,125.039,125.365,113528
2025-12-29 11:30:00,125.336,125.377,125.072,125.072,125541
2025-12-29 12:00:00,125.081,125.425,122.875,123.765,833932
2025-12-29 12:30:00,123.764,124.039,123.434,123.699,191711
2025-12-29 13:00:00,123.699,124.079,123.527,123.817,121579
2025-12-29 13:30:00,123.818,123.903,122.926,123.225,264991
2025-12-29 14:00:00,123.224,123.258,122.193,123.148,346455
2025-12-29 14:30:00,123.147,124.541,122.996,123.431,459508
2025-12-29 15:00:00,123.439,124.089,123.124,123.801,198541
2025-12-29 15:30:00,123.771,123.993,123.354,123.449,147728
2025-12-29 16:00:00,123.42,123.746,122.623,122.727,158248
2025-12-29 16:30:00,122.704,123.619,122.663,123.471,108777
2025-12-29 17:00:00,123.471,123.735,123.038,123.275,137570
2025-12-29 17:30:00,123.27,123.88,123.164,123.857,84152
2025-12-29 18:00:00,123.88,123.987,123.471,123.492,127029
2025-12-29 18:30:00,123.486,123.651,122.942,123.12,185958
2025-12-29 19:00:00,123.126,123.5,122.856,123.132,157494
2025-12-29 19:30:00,123.132,123.35,122.899,123.064,174840
2025-12-29 20:00:00,123.063,123.614,122.874,123.098,106781
2025-12-29 20:30:00,123.087,123.387,122.845,123.339,134301
2025-12-29 21:00:00,123.35,123.513,123.161,123.323,80922
2025-12-29 21:30:00,123.316,123.594,123.228,123.45,74348
2025-12-29 22:00:00,123.453,123.471,123.185,123.278,65026
2025-12-29 22:30:00,123.276,123.598,123.237,123.423,75092
2025-12-29 23:00:00,123.422,123.599,123.205,123.251,61345
2025-12-29 23:30:00,123.25,123.421,123.192,123.26,49169
2025-12-30 00:00:00,123.249,123.346,123.088,123.157,39273
2025-12-30 00:30:00,123.157,123.227,122.895,123.085,75260
2025-12-30 01:00:00,123.123,123.209,122.809,123.031,41828
2025-12-30 01:30:00,123.029,123.462,122.745,123.203,90915
2025-12-30 02:00:00,123.197,123.252,122.653,122.807,78553
