timestamp,funding_rate
2025-12-27 08:00:00,9.837e-05
2025-12-27 16:00:00,9.113e-05
2025-12-28 00:00:00,7.12e-06
2025-12-28 08:00:00,1.105e-05
2025-12-28 16:00:00,5.354e-05
2025-12-29 00:00:00,0.0001
2025-12-29 08:00:00,8.252e-05
2025-12-29 16:00:00,5.543e-05
2025-12-30 00:00:00,6.231e-05
2025-12-30 08:00:00,6.261e-05
2025-12-30 16:00:00,4.699e-05
2025-12-31 00:00:00,1.058e-05
2025-12-31 08:00:00,0.0001
2025-12-31 16:00:00,8.342e-05
2026-01-01 00:00:00,-3.591e-05
2026-01-01 08:00:00,7.894e-05
2026-01-01 16:00:00,8.771e-05
2026-01-02 00:00:00,0.0001
2026-01-02 08:00:00,4.023e-05
2026-01-02 16:00:00,0.0001
2026-01-03 00:00:00,0.0001
2026-01-03 08:00:00,0.0001
2026-01-03 16:00:00,0.0001
2026-01-04 00:00:00,0.0001
2026-01-04 08:00:00,-1.061e-05
2026-01-04 16:00:00,9.161e-05
2026-01-05 00:00:00,0.0001
2026-01-05 08:00:00,-2.747e-05
2026-01-05 16:00:00,0.0001
2026-01-06 00:00:00,3.49e-05
2026-01-06 08:00:00,-8.924e-05
2026-01-06 16:00:00,-5.74e-06
2026-01-07 00:00:00,0.0001
2026-01-07 08:00:00,0.0001
2026-01-07 16:00:00,-0.00010166
2026-01-08 00:00:00,6.334e-05
2026-01-08 08:00:00,9.406e-05
2026-01-08 16:00:00,0.0001
2026-01-09 00:00:00,7.18e-06
2026-01-09 08:00:00,-6.27e-06
2026-01-09 16:00:00,1.251e-05
2026-01-10 00:00:00,-4.223e-05
2026-01-10 08:00:00,1.8e-07
2026-01-10 16:00:00,0.0001
2026-01-11 00:00:00,-1.476e-05
2026-01-11 08:00:00,0.0001
2026-01-11 16:00:00,0.0001
2026-01-12 00:00:00,-0.00012757
2026-01-12 08:00:00,-2.357e-05
2026-01-12 16:00:00,8.401e-05
2026-01-13 00:00:00,-0.00011673
2026-01-13 08:00:00,0.0001
2026-01-13 16:00:00,0.0001
2026-01-14 00:00:00,0.0001
2026-01-14 08:00:00,0.0001
2026-01-14 16:00:00,0.0001
2026-01-15 00:00:00,7.83e-06
2026-01-15 08:00:00,-7.597e-05
2026-01-15 16:00:00,-7.51e-06
2026-01-16 00:00:00,-1.763e-05
2026-01-16 08:00:00,4.59e-05
2026-01-16 16:00:00,-5.714e-05
2026-01-17 00:00:00,0.0001
2026-01-17 08:00:00,0.0001
2026-01-17 16:00:00,4.989e-05
2026-01-18 00:00:00,3.755e-05
2026-01-18 08:00:00,-2.632e-05
2026-01-18 16:00:00,-5.237e-05
2026-01-19 00:00:00,4.048e-05
2026-01-19 08:00:00,-0.00010678
2026-01-19 16:00:00,3.567e-05
2026-01-20 00:00:00,0.0001
2026-01-20 08:00:00,-1.688e-05
2026-01-20 16:00:00,2.341e-05
2026-01-21 00:00:00,-5.946e-05
2026-01-21 08:00:00,0.0001
2026-01-21 16:00:00,3.563e-05
2026-01-22 00:00:00,0.0001
2026-01-22 08:00:00,5.788e-05
2026-01-22 16:00:00,-8.592e-05
2026-01-23 00:00:00,-0.00012331
2026-01-23 08:00:00,0.0001
2026-01-23 16:00:00,4.72e-06
2026-01-24 00:00:00,1.021e-05
2026-01-24 08:00:00,0.0001
2026-01-24 16:00:00,6.371e-05
2026-01-25 00:00:00,0.0001
2026-01-25 08:00:00,1.933e-05
2026-01-25 16:00:00,-0.00013039
2026-01-26 00:00:00,-0.00010006
