timestamp,funding_rate
2025-12-27 08:00:00.000,2.788e-05
2025-12-27 16:00:00.011,5.85e-05
2025-12-28 00:00:00.008,-3.6e-07
2025-12-28 08:00:00.000,7.955e-05
2025-12-28 16:00:00.000,9.464e-05
2025-12-29 00:00:00.016,0.0001
2025-12-29 08:00:00.001,0.0001
2025-12-29 16:00:00.000,4.826e-05
2025-12-30 00:00:00.005,0.0001
2025-12-30 08:00:00.001,4.613e-05
2025-12-30 16:00:00.003,8.345e-05
2025-12-31 00:00:00.004,2.922e-05
2025-12-31 08:00:00.001,1.453e-05
2025-12-31 16:00:00.001,3.75e-05
2026-01-01 00:00:00.008,0.0001
2026-01-01 08:00:00.002,0.0001
2026-01-01 16:00:00.001,1.711e-05
2026-01-02 00:00:00.006,5.608e-05
2026-01-02 08:00:00.007,4.219e-05
2026-01-02 16:00:00.000,4.813e-05
2026-01-03 00:00:00.001,3.11e-05
2026-01-03 08:00:00.000,1.055e-05
2026-01-03 16:00:00.000,6.938e-05
2026-01-04 00:00:00.000,9.488e-05
2026-01-04 08:00:00.000,5.813e-05
2026-01-04 16:00:00.001,4.436e-05
2026-01-05 00:00:00.000,8.893e-05
2026-01-05 08:00:00.000,5.23e-05
2026-01-05 16:00:00.000,7.723e-05
2026-01-06 00:00:00.010,-1.376e-05
2026-01-06 08:00:00.000,2.816e-05
2026-01-06 16:00:00.000,2.691e-05
2026-01-07 00:00:00.001,6.582e-05
2026-01-07 08:00:00.001,0.0001
2026-01-07 16:00:00.001,2.885e-05
2026-01-08 00:00:00.001,8.693e-05
2026-01-08 08:00:00.000,0.0001
2026-01-08 16:00:00.000,6.436e-05
2026-01-09 00:00:00.003,-2.813e-05
2026-01-09 08:00:00.000,7.258e-05
2026-01-09 16:00:00.001,2.18e-06
2026-01-10 00:00:00.000,5.643e-05
2026-01-10 08:00:00.002,7.657e-05
2026-01-10 16:00:00.001,6.235e-05
2026-01-11 00:00:00.003,8.744e-05
2026-01-11 08:00:00.006,4.67e-05
2026-01-11 16:00:00.000,1.667e-05
2026-01-12 00:00:00.005,1.813e-05
2026-01-12 08:00:00.000,2.902e-05
2026-01-12 16:00:00.000,4.65e-05
2026-01-13 00:00:00.007,2.245e-05
2026-01-13 08:00:00.009,9.838e-05
2026-01-13 16:00:00.002,3.445e-05
2026-01-14 00:00:00.000,1.29e-06
2026-01-14 08:00:00.001,2.497e-05
2026-01-14 16:00:00.004,4.076e-05
2026-01-15 00:00:00.000,-3.67e-06
2026-01-15 08:00:00.004,1.749e-05
2026-01-15 16:00:00.002,1.526e-05
2026-01-16 00:00:00.000,7.34e-05
2026-01-16 08:00:00.000,7.337e-05
2026-01-16 16:00:00.001,2.495e-05
2026-01-17 00:00:00.000,-1.78e-06
2026-01-17 08:00:00.000,3.007e-05
2026-01-17 16:00:00.002,2.976e-05
2026-01-18 00:00:00.001,3.503e-05
2026-01-18 08:00:00.000,9.616e-05
2026-01-18 16:00:00.000,6.571e-05
2026-01-19 00:00:00.007,3.473e-05
2026-01-19 08:00:00.007,1.943e-05
2026-01-19 16:00:00.007,2.494e-05
2026-01-20 00:00:00.005,9.819e-05
2026-01-20 08:00:00.001,6.626e-05
2026-01-20 16:00:00.009,5.652e-05
2026-01-21 00:00:00.001,0.0001
2026-01-21 08:00:00.011,6.055e-05
2026-01-21 16:00:00.011,2.41e-05
2026-01-22 00:00:00.010,6.355e-05
2026-01-22 08:00:00.003,5.11e-05
2026-01-22 16:00:00.005,9.419e-05
2026-01-23 00:00:00.005,5.09e-05
2026-01-23 08:00:00.000,3.39e-05
2026-01-23 16:00:00.011,6.968e-05
2026-01-24 00:00:00.011,1.531e-05
2026-01-24 08:00:00.002,8.909e-05
2026-01-24 16:00:00.001,3.901e-05
2026-01-25 00:00:00.002,1.336e-05
2026-01-25 08:00:00.011,8.051e-05
2026-01-25 16:00:00.005,4.917e-05
2026-01-26 00:00:00.000,4.067e-05
