timestamp,funding_rate
2025-10-07 00:00:00,3.763e-05
2025-10-07 08:00:00,4.129e-05
2025-10-07 16:00:00,0.0001
2025-10-08 00:00:00,0.0001
2025-10-08 08:00:00,-0.00019599
2025-10-08 16:00:00,-0.00013408
2025-10-09 00:00:00,-0.00012525
2025-10-09 08:00:00,-0.00018259
2025-10-09 16:00:00,9.328e-05
2025-10-10 00:00:00,0.0001
2025-10-10 08:00:00,0.0001
2025-10-10 16:00:00,7.723e-05
2025-10-11 00:00:00,0.0001
2025-10-11 08:00:00,8.796e-05
2025-10-11 16:00:00,0.0001
2025-10-12 00:00:00,-9.422e-05
2025-10-12 08:00:00,0.0001
2025-10-12 16:00:00,9.203e-05
2025-10-13 00:00:00,0.0001
2025-10-13 08:00:00,-0.00023026
2025-10-13 16:00:00,6.63e-06
2025-10-14 00:00:00,-0.00016092
2025-10-14 08:00:00,0.0001
2025-10-14 16:00:00,-0.00010101
2025-10-15 00:00:00,-0.00010028
2025-10-15 08:00:00,6.966e-05
2025-10-15 16:00:00,0.0001
2025-10-16 00:00:00,0.0001
2025-10-16 08:00:00,0.0001
2025-10-16 16:00:00,-0.00010194
2025-10-17 00:00:00,5.413e-05
2025-10-17 08:00:00,1.38e-05
2025-10-17 16:00:00,-9.807e-05
2025-10-18 00:00:00,-4.504e-05
2025-10-18 08:00:00,1.195e-05
2025-10-18 16:00:00,-6.754e-05
2025-10-19 00:00:00,6.59e-05
2025-10-19 08:00:00,0.0001
2025-10-19 16:00:00,2.526e-05
2025-10-20 00:00:00,-9.026e-05
2025-10-20 08:00:00,-1.167e-05
2025-10-20 16:00:00,-0.00013414
2025-10-21 00:00:00,4.891e-05
2025-10-21 08:00:00,0.0001
2025-10-21 16:00:00,0.0001
2025-10-22 00:00:00,0.0001
2025-10-22 08:00:00,9.71e-06
2025-10-22 16:00:00,1.7e-06
2025-10-23 00:00:00,-6.418e-05
2025-10-23 08:00:00,0.0001
2025-10-23 16:00:00,1.262e-05
2025-10-24 00:00:00,-0.0002024
2025-10-24 08:00:00,9.48e-06
2025-10-24 16:00:00,-0.00030517
2025-10-25 00:00:00,-0.00024977
2025-10-25 08:00:00,-7.825e-05
2025-10-25 16:00:00,4.186e-05
2025-10-26 00:00:00,0.0001
2025-10-26 08:00:00,8.592e-05
2025-10-26 16:00:00,0.0001
2025-10-27 00:00:00,0.0001
2025-10-27 08:00:00,0.0001
2025-10-27 16:00:00,6.703e-05
2025-10-28 00:00:00,-8.73e-06
2025-10-28 08:00:00,-0.00015935
2025-10-28 16:00:00,5.889e-05
2025-10-29 00:00:00,-0.00025457
2025-10-29 08:00:00,-0.00034711
2025-10-29 16:00:00,0.0001
2025-10-30 00:00:00,0.0001
2025-10-30 08:00:00,5.825e-05
2025-10-30 16:00:00,-0.00019693
2025-10-31 00:00:00,-0.00036282
2025-10-31 08:00:00,-0.0001241
2025-10-31 16:00:00,9.608e-05
2025-11-01 00:00:00,-3.313e-05
2025-11-01 08:00:00,4.987e-05
2025-11-01 16:00:00,-0.00013824
2025-11-02 00:00:00,3.188e-05
2025-11-02 08:00:00,3.35e-05
2025-11-02 16:00:00,3.866e-05
2025-11-03 00:00:00,0.0001
2025-11-03 08:00:00,0.0001
2025-11-03 16:00:00,-0.0001142
2025-11-04 00:00:00,-4.119e-05
2025-11-04 08:00:00,0.0001
2025-11-04 16:00:00,0.0001
2025-11-05 00:00:00,0.0001
2025-11-05 08:00:00,0.0001
2025-11-05 16:00:00,3.427e-05
2025-11-06 00:00:00,-0.0001124
2025-11-06 08:00:00,6.232e-05
2025-11-06 16:00:00,-2.625e-05
2025-11-07 00:00:00,0.0001
2025-11-07 08:00:00,0.0001
2025-11-07 16:00:00,0.0001
2025-11-08 00:00:00,0.0001
2025-11-08 08:00:00,0.0001
2025-11-08 16:00:00,1.136e-05
2025-11-09 00:00:00,-7.594e-05
2025-11-09 08:00:00,6.73e-06
2025-11-09 16:00:00,-0.00010294
2025-11-10 00:00:00,-4.836e-05
2025-11-10 08:00:00,-7.148e-05
2025-11-10 16:00:00,-0.00017453
2025-11-11 00:00:00,-8.698e-05
2025-11-11 08:00:00,-5.245e-05
2025-11-11 16:00:00,5.07e-05
2025-11-12 00:00:00,0.0001
2025-11-12 08:00:00,-1.958e-05
2025-11-12 16:00:00,0.0001
2025-11-13 00:00:00,-1.602e-05
2025-11-13 08:00:00,0.0001
2025-11-13 16:00:00,0.0001
2025-11-14 00:00:00,-2.524e-05
2025-11-14 08:00:00,0.0001
2025-11-14 16:00:00,0.0001
2025-11-15 00:00:00,0.0001
2025-11-15 08:00:00,0.0001
2025-11-15 16:00:00,2.392e-05
2025-11-16 00:00:00,-3.878e-05
2025-11-16 08:00:00,3.08e-06
2025-11-16 16:00:00,-9.903e-05
2025-11-17 00:00:00,4.69e-05
2025-11-17 08:00:00,0.0001
2025-11-17 16:00:00,2.49e-05
2025-11-18 00:00:00,-0.00010213
2025-11-18 08:00:00,0.0001
2025-11-18 16:00:00,0.0001
2025-11-19 00:00:00,0.0001
2025-11-19 08:00:00,0.0001
2025-11-19 16:00:00,-3.822e-05
2025-11-20 00:00:00,-7.107e-05
2025-11-20 08:00:00,0.0001
2025-11-20 16:00:00,0.0001
2025-11-21 00:00:00,0.0001
2025-11-21 08:00:00,0.0001
2025-11-21 16:00:00,0.0001
2025-11-22 00:00:00,0.0001
2025-11-22 08:00:00,0.0001
2025-11-22 16:00:00,4.42e-06
2025-11-23 00:00:00,7.053e-05
2025-11-23 08:00:00,0.0001
2025-11-23 16:00:00,1.845e-05
2025-11-24 00:00:00,3.98e-06
2025-11-24 08:00:00,0.0001
2025-11-24 16:00:00,4.608e-05
2025-11-25 00:00:00,-4.984e-05
2025-11-25 08:00:00,-6.933e-05
2025-11-25 16:00:00,-0.00011404
2025-11-26 00:00:00,0.0001
2025-11-26 08:00:00,0.0001
2025-11-26 16:00:00,1.667e-05
2025-11-27 00:00:00,9.027e-05
2025-11-27 08:00:00,-6.116e-05
2025-11-27 16:00:00,-3.291e-05
2025-11-28 00:00:00,2.583e-05
2025-11-28 08:00:00,0.0001
2025-11-28 16:00:00,-5.122e-05
2025-11-29 00:00:00,-3.972e-05
2025-11-29 08:00:00,-9.52e-06
2025-11-29 16:00:00,-7.163e-05
2025-11-30 00:00:00,-8.723e-05
2025-11-30 08:00:00,-4.722e-05
2025-11-30 16:00:00,0.0001
2025-12-01 00:00:00,0.0001
2025-12-01 08:00:00,-2.048e-05
2025-12-01 16:00:00,-2.94e-05
2025-12-02 00:00:00,-4.695e-05
2025-12-02 08:00:00,-0.00013797
2025-12-02 16:00:00,-5.938e-05
2025-12-03 00:00:00,0.0001
2025-12-03 08:00:00,0.0001
2025-12-03 16:00:00,0.0001
2025-12-04 00:00:00,0.0001
2025-12-04 08:00:00,0.0001
2025-12-04 16:00:00,0.0001
2025-12-05 00:00:00,0.0001
2025-12-05 08:00:00,6.946e-05
2025-12-05 16:00:00,4.325e-05
2025-12-06 00:00:00,2.45e-05
2025-12-06 08:00:00,-6.032e-05
2025-12-06 16:00:00,-1.203e-05
2025-12-07 00:00:00,-3.978e-05
2025-12-07 08:00:00,-4.642e-05
2025-12-07 16:00:00,-7.545e-05
2025-12-08 00:00:00,0.0001
2025-12-08 08:00:00,0.0001
2025-12-08 16:00:00,0.0001
2025-12-09 00:00:00,-5.37e-05
