timestamp,funding_rate,mark_price
2025-11-01 00:00:00.001,-9.114e-05,1088.16
2025-11-01 08:00:00.000,-8.92e-06,1086.03
2025-11-01 16:00:00.000,-0.00014754,1091.91
2025-11-02 00:00:00.007,0.0,1094.22
2025-11-02 08:00:00.000,0.0,1093.03701233
2025-11-02 16:00:00.001,0.0,1080.68
2025-11-03 00:00:00.000,0.0,1083.01920332
2025-11-03 08:00:00.010,0.0,1029.03
2025-11-03 16:00:00.000,0.0,980.44899107
2025-11-04 00:00:00.002,0.0,993.22384028
2025-11-04 08:00:00.004,0.0,945.07
2025-11-04 16:00:00.000,0.0,950.08685947
2025-11-05 00:00:00.000,0.0,936.76860752
2025-11-05 08:00:00.000,0.0,953.89573159
2025-11-05 16:00:00.004,0.0,965.3
2025-11-06 00:00:00.001,0.0,959.27038731
2025-11-06 08:00:00.000,0.0,951.49379922
2025-11-06 16:00:00.001,0.0,933.95
2025-11-07 00:00:00.005,0.0,950.66146685
2025-11-07 08:00:00.003,0.0,970.62
2025-11-07 16:00:00.005,0.0,945.08
2025-11-08 00:00:00.011,0.0,991.2392094
2025-11-08 08:00:00.015,0.0,995.45577751
2025-11-08 16:00:00.001,0.0,990.71902482
2025-11-09 00:00:00.004,0.0,990.82593409
2025-11-09 08:00:00.000,0.0,989.52071315
2025-11-09 16:00:00.005,0.0,993.92657392
2025-11-10 00:00:00.000,0.0,996.12
2025-11-10 08:00:00.000,-6e-08,1005.38
2025-11-10 16:00:00.003,-0.00021863,979.17
2025-11-11 00:00:00.007,-0.00015352,991.53
2025-11-11 08:00:00.000,0.0,973.74305926
2025-11-11 16:00:00.009,0.0,975.62
2025-11-12 00:00:00.000,0.0,957.95298598
2025-11-12 08:00:00.002,0.0,952.7954993
2025-11-12 16:00:00.000,0.0,949.08356396
2025-11-13 00:00:00.002,-2.848e-05,952.51
2025-11-13 08:00:00.000,0.0,964.70878831
2025-11-13 16:00:00.001,0.0,957.39201536
2025-11-14 00:00:00.000,0.0,926.69719364
2025-11-14 08:00:00.000,0.0,923.17540974
2025-11-14 16:00:00.001,0.0,925.98051394
2025-11-15 00:00:00.005,0.0,915.69
2025-11-15 08:00:00.000,0.0,936.80687723
2025-11-15 16:00:00.001,0.0,936.83231387
2025-11-16 00:00:00.001,0.0,932.75341883
2025-11-16 08:00:00.000,4.995e-05,943.94
2025-11-16 16:00:00.000,0.0,923.35905767
2025-11-17 00:00:00.003,0.0,927.05518922
2025-11-17 08:00:00.003,6.771e-05,935.83847774
2025-11-17 16:00:00.000,0.0,911.92
2025-11-18 00:00:00.002,0.0,907.16319781
2025-11-18 08:00:00.004,5.11e-05,911.03
2025-11-18 16:00:00.000,6.524e-05,926.49241637
2025-11-19 00:00:00.000,9.883e-05,933.16966753
2025-11-19 08:00:00.000,8.9e-05,931.63
2025-11-19 16:00:00.008,4.58e-06,894.96659967
2025-11-20 00:00:00.000,0.0,897.73981312
2025-11-20 08:00:00.000,8.774e-05,908.44
2025-11-20 16:00:00.000,5.937e-05,890.64
2025-11-21 00:00:00.001,0.0,867.0
2025-11-21 08:00:00.000,2.824e-05,832.22030311
2025-11-21 16:00:00.001,1.02e-05,814.02386272
2025-11-22 00:00:00.004,5.137e-05,831.0196161
2025-11-22 08:00:00.000,6.64e-05,832.33665888
2025-11-22 16:00:00.000,1.61e-05,823.73
2025-11-23 00:00:00.000,7.803e-05,834.29
2025-11-23 08:00:00.008,0.0,841.66
2025-11-23 16:00:00.003,0.0,850.48
2025-11-24 00:00:00.004,0.0,844.05
2025-11-24 08:00:00.000,0.00011464,854.47222874
2025-11-24 16:00:00.006,0.0,844.88
2025-11-25 00:00:00.000,0.00014383,865.49
2025-11-25 08:00:00.009,0.0,856.40542277
2025-11-25 16:00:00.007,0.0,846.35241942
2025-11-26 00:00:00.001,0.0,863.04513635
2025-11-26 08:00:00.001,8.7e-06,860.92447293
2025-11-26 16:00:00.000,0.0,865.58667935
2025-11-27 00:00:00.013,5.647e-05,892.10243511
2025-11-27 08:00:00.000,0.0,894.06
2025-11-27 16:00:00.004,0.0,893.56
2025-11-28 00:00:00.008,0.0,896.16
2025-11-28 08:00:00.000,0.0,882.78
2025-11-28 16:00:00.008,0.0,902.27
2025-11-29 00:00:00.000,0.0,887.54789919
2025-11-29 08:00:00.005,0.0,879.47
2025-11-29 16:00:00.001,0.0,881.25
